Player,Team,draft_year,draft_round,draft_number
Slava Medvedenko,LAL,Undrafted,Undrafted,Undrafted
Shawnelle Scott,DEN,1994,2,43
Shawn Marion,PHX,1999,1,9
Samaki Walker,LAL,1996,1,9
Shawn Kemp,POR,1989,1,17
Shareef Abdur-Rahim,ATL,1996,1,3
Shaquille O'Neal,LAL,1992,1,1
Shane Battier,MEM,2001,1,6
Shandon Anderson,NYK,1996,2,54
Shammond Williams,SEA,1998,2,34
Sean Rooks,LAC,1992,2,30
Sean Marks,MIA,1998,2,44
Scottie Pippen,POR,1987,1,5
Scott Williams,DEN,Undrafted,Undrafted,Undrafted
Scott Padgett,UTA,1999,1,28
Scot Pollard,SAC,1997,1,19
Shawn Bradley,DAL,1993,1,2
Joel Przybilla,MIL,2000,1,9
Aaron Williams,NJN,Undrafted,Undrafted,Undrafted
Joe Johnson,PHX,2001,1,10
Chucky Atkins,DET,Undrafted,Undrafted,Undrafted
Christian Laettner,WAS,1992,1,3
Chris Whitney,WAS,1993,2,47
Chris Webber,SAC,1993,1,1
Chris Mills,GSW,1993,1,22
Chris Mihm,CLE,2000,1,7
Chris Gatling,MIA,1991,1,16
Chris Dudley,POR,1987,4,75
Chris Crawford,ATL,1997,2,50
Chris Childs,TOR,Undrafted,Undrafted,Undrafted
Chris Andersen,DEN,Undrafted,Undrafted,Undrafted
Cherokee Parks,SAS,1995,1,12
Chauncey Billups,MIN,1997,1,3
Charlie Ward,NYK,1994,1,26
Charlie Bell,DAL,Undrafted,Undrafted,Undrafted
Charles Smith,SAS,1997,1,26
Charles Oakley,CHI,1985,1,9
Cedric Henderson,GSW,1997,2,44
Carlos Rogers,IND,1994,1,11
Carlos Arroyo,DEN,Undrafted,Undrafted,Undrafted
Calvin Booth,SEA,1999,2,35
Calbert Cheaney,DEN,1993,1,6
Cal Bowdler,ATL,1999,1,17
Chucky Brown,SAC,1989,2,43
Clar. Weatherspoon,NYK,1992,1,9
Clifford Robinson,DET,1989,2,36
Corey Maggette,LAC,1999,1,13
DeShawn Stevenson,UTA,2000,1,23
DeSagana Diop,CLE,2001,1,8
David Wesley,CHH,Undrafted,Undrafted,Undrafted
David Robinson,SAS,1987,1,1
Darvin Ham,MIL,Undrafted,Undrafted,Undrafted
Darrick Martin,DAL,Undrafted,Undrafted,Undrafted
Darrell Armstrong,ORL,Undrafted,Undrafted,Undrafted
Darius Miles,LAC,2000,1,3
Danny Manning,DAL,1988,1,1
Danny Fortson,GSW,1997,1,10
Danny Ferry,SAS,1989,1,2
Bryon Russell,UTA,1993,2,45
Daniel Santiago,PHX,Undrafted,Undrafted,Undrafted
Dan Majerle,PHX,1988,1,14
Dan Langhi,HOU,2000,2,31
Damone Brown,PHI,2001,2,36
Damon Stoudamire,POR,1995,1,7
Damon Jones,DET,Undrafted,Undrafted,Undrafted
Dalibor Bagaric,CHI,2000,1,24
Dale Davis,POR,1991,1,13
Cuttino Mobley,HOU,1998,2,41
Courtney Alexander,WAS,2000,1,13
Corliss Williamson,DET,1995,1,13
Corie Blount,PHI,1993,1,25
Dana Barros,DET,1989,1,16
Bryce Drew,CHH,1998,1,16
Bryant Stith,CLE,1992,1,13
Bruno Sundov,IND,1998,2,35
Antoine Walker,BOS,1996,1,6
Anthony Peeler,MIN,1992,1,15
Anthony Mason,MIL,1988,3,53
Anthony Johnson,NJN,1997,2,39
Anthony Carter,MIA,Undrafted,Undrafted,Undrafted
Antawn Jamison,GSW,1998,1,4
Ansu Sesay,SEA,1998,2,30
Anfernee Hardaway,PHX,1993,1,3
Andrew DeClercq,ORL,1995,2,34
Andrei Kirilenko,UTA,1999,1,24
Andre Miller,CLE,1999,1,8
Antonio Daniels,SAS,1997,1,4
Amal McCaskill,SAS,1996,2,49
Alvin Jones,PHI,2001,2,56
Alton Ford,PHX,2001,2,50
Alonzo Mourning,MIA,1992,1,2
Allen Iverson,PHI,1996,1,1
Allan Houston,NYK,1993,1,11
Alan Henderson,ATL,1995,1,16
Al Harrington,IND,1998,1,25
Adrian Griffin,DAL,Undrafted,Undrafted,Undrafted
Adonal Foyle,GSW,1997,1,8
Aaron McKie,PHI,1994,1,17
A.J. Guyton,CHI,2000,2,32
Alvin Williams,TOR,1997,2,47
Dean Garrett,GSW,1988,2,38
Antonio Davis,TOR,1990,2,45
Antonio McDyess,DEN,1995,1,2
Bruce Bowen,SAS,Undrafted,Undrafted,Undrafted
Brian Skinner,CLE,1998,1,22
Brian Shaw,LAL,1988,1,24
Brian Scalabrine,NJN,2001,2,34
Brian Grant,MIA,1994,1,8
Brian Cardinal,DET,2000,2,44
Brevin Knight,MEM,1997,1,16
Brent Price,SAC,1992,2,32
Brent Barry,SEA,1995,1,15
Brendan Haywood,WAS,2001,1,20
Brandon Armstrong,NJN,2001,1,23
Antonio Harvey,SEA,Undrafted,Undrafted,Undrafted
Brad Miller,IND,Undrafted,Undrafted,Undrafted
Bobby Simmons,WAS,2001,2,41
Bobby Jackson,SAC,1997,1,23
Bob Sura,GSW,1995,1,17
Bo Outlaw,PHX,Undrafted,Undrafted,Undrafted
Bimbo Coles,CLE,1990,2,40
Ben Wallace,DET,Undrafted,Undrafted,Undrafted
Baron Davis,CHH,1999,1,3
Avery Johnson,DAL,Undrafted,Undrafted,Undrafted
Austin Croshere,IND,1997,1,12
Art Long,SEA,Undrafted,Undrafted,Undrafted
Antonis Fotsis,MEM,2001,2,47
Bonzi Wells,POR,1998,1,11
Joe Smith,MIN,1995,1,1
Dean Oliver,GSW,Undrafted,Undrafted,Undrafted
Dell Curry,TOR,1986,1,15
Jamaal Magloire,CHH,2000,1,19
Jalen Rose,CHI,1994,1,13
Jake Voskuhl,PHX,2000,2,33
Jake Tsakalidis,PHX,2000,1,25
Jahidi White,WAS,1998,2,43
Jacque Vaughn,ATL,1997,1,27
Jabari Smith,PHI,2000,2,45
Isaiah Rider,DEN,1993,1,5
Ira Newble,ATL,Undrafted,Undrafted,Undrafted
Ira Bowman,PHI,Undrafted,Undrafted,Undrafted
Ike Fontaine,MEM,Undrafted,Undrafted,Undrafted
Ike Austin,MEM,1991,2,48
Hubert Davis,WAS,1992,1,20
Howard Eisley,NYK,1994,2,30
Horace Grant,ORL,1987,1,10
Hedo Turkoglu,SAC,2000,1,16
Harold Jamison,LAC,Undrafted,Undrafted,Undrafted
Hanno Mottola,ATL,2000,2,40
Hakeem Olajuwon,TOR,1984,1,1
Greg Ostertag,UTA,1995,1,28
Greg Foster,MIL,1990,2,35
Greg Buckner,DAL,1998,2,53
Greg Anthony,MIL,1991,1,12
Jamaal Tinsley,IND,2001,1,27
Jamal Crawford,CHI,2000,1,8
Jamal Mashburn,CHH,1993,1,4
James Posey,DEN,1999,1,18
Joe Crispin,PHX,Undrafted,Undrafted,Undrafted
Jim Jackson,MIA,1992,1,4
Jeryl Sasser,ORL,2001,1,22
Jerry Stackhouse,DET,1995,1,3
Jerome Williams,TOR,1996,1,26
Jerome Moiso,CHH,2000,1,11
Jerome James,SEA,1998,2,36
Jermaine O'Neal,IND,1996,1,17
Jermaine Jackson,TOR,Undrafted,Undrafted,Undrafted
Jelani McCoy,LAL,1998,2,33
Jeff Trepagnier,CLE,2001,2,35
Grant Long,MEM,1988,2,33
Jeff McInnis,LAC,1996,2,37
Jason Williams,MEM,1998,1,7
Jason Terry,ATL,1999,1,10
Jason Richardson,GSW,2001,1,5
Jason Kidd,NJN,1994,1,2
Jason Hart,SAS,2000,2,49
Jason Collins,NJN,2001,1,18
Jason Collier,HOU,2000,1,15
Jason Caffey,MIL,1995,1,20
Jarron Collins,UTA,2001,2,52
Jaren Jackson,ORL,Undrafted,Undrafted,Undrafted
Jamison Brewer,IND,2001,2,40
Jeff Foster,IND,1999,1,21
Grant Hill,ORL,1994,1,3
Glenn Robinson,MIL,1994,1,1
Glen Rice,HOU,1989,1,4
Eddie Jones,MIA,1994,1,10
Eddie House,MIA,2000,2,37
Eddie Griffin,HOU,2001,1,7
Eddie Gill,MEM,Undrafted,Undrafted,Undrafted
Earl Watson,SEA,2001,2,39
Earl Boykins,LAC,Undrafted,Undrafted,Undrafted
Doug Overton,LAC,1991,2,40
Doug Christie,SAC,1992,1,17
Donyell Marshall,UTA,1994,1,4
Donny Marshall,NJN,1995,2,39
Donnell Harvey,DEN,2000,1,22
Eddie Robinson,CHI,Undrafted,Undrafted,Undrafted
Don Reid,ORL,1995,2,58
Dion Glover,ATL,1999,1,20
Dikembe Mutombo,PHI,1991,1,4
Dickey Simpkins,ATL,1994,1,21
Devean George,LAL,1999,1,23
Desmond Mason,SEA,2000,1,17
Derrick McKey,PHI,1987,1,9
Derrick Dial,TOR,1998,2,52
Derrick Coleman,PHI,1990,1,1
Derek Fisher,LAL,1996,1,24
Derek Anderson,POR,1997,1,13
DerMarr Johnson,ATL,2000,1,6
Dirk Nowitzki,DAL,1998,1,9
Dee Brown,ORL,1990,1,19
Eddy Curry,CHI,2001,1,4
Elden Campbell,CHH,1990,1,27
Gilbert Arenas,GSW,2001,2,30
Gerald Wallace,SAC,2001,1,25
George McCloud,DEN,1989,1,7
George Lynch,CHH,1993,1,12
Gary Trent,MIN,1995,1,11
Gary Payton,SEA,1990,1,2
Fred Hoiberg,CHI,1995,2,52
Felton Spencer,NYK,1990,1,6
Felipe Lopez,MIN,1998,1,24
Evan Eschmeyer,DAL,1999,2,34
Etan Thomas,WAS,2000,1,12
Eduardo Najera,DAL,2000,2,38
Ervin Johnson,MIL,1993,1,23
Erick Strickland,BOS,Undrafted,Undrafted,Undrafted
Erick Dampier,GSW,1996,1,10
Erick Barkley,POR,2000,1,28
Eric Williams,BOS,1995,1,14
Eric Snow,PHI,1995,2,43
Eric Piatkowski,LAC,1994,1,15
Eric Montross,TOR,1994,1,9
Emanual Davis,ATL,Undrafted,Undrafted,Undrafted
Elton Brand,LAC,1999,1,1
Elliot Perry,MEM,1991,2,37
Eldridge Recasner,LAC,1992,Undrafted,Undrafted
Ernest Brown,MIA,2000,2,52
Shawn Bradley,DAL,1993,1,2
David Wesley,NOH,Undrafted,Undrafted,Undrafted
John Salmons,PHI,2002,1,26
Chris Mills,GSW,1993,1,22
Chris Mihm,CLE,2000,1,7
Chris Jefferies,TOR,2002,1,27
Chris Dudley,POR,1987,4,75
Chris Crawford,ATL,1997,2,50
Chris Childs,NJN,Undrafted,Undrafted,Undrafted
Chris Andersen,DEN,Undrafted,Undrafted,Undrafted
Cherokee Parks,LAC,1995,1,12
Chauncey Billups,DET,1997,1,3
Charlie Ward,NYK,1994,1,26
Chris Owens,MEM,2002,2,47
Charles Smith,POR,1997,1,26
Cezary Trybanski,MEM,Undrafted,Undrafted,Undrafted
Casey Jacobsen,PHX,2002,1,22
Caron Butler,MIA,2002,1,10
Carlos Boozer,CLE,2002,2,34
Carlos Arroyo,UTA,Undrafted,Undrafted,Undrafted
Calvin Booth,SEA,1999,2,35
Calbert Cheaney,UTA,1993,1,6
Bryon Russell,WAS,1993,2,45
Bryce Drew,NOH,1998,1,16
Bruno Sundov,BOS,1998,2,35
Charles Oakley,WAS,1985,1,9
Chris Webber,SAC,1993,1,1
Chris Whitney,ORL,1993,2,47
Chris Wilcox,LAC,2002,1,8
Darius Miles,CLE,2000,1,3
Danny Manning,DET,1988,1,1
Danny Fortson,GSW,1997,1,10
Danny Ferry,SAS,1989,1,2
Dan Langhi,PHX,2000,2,31
Dan Gadzuric,MIL,2002,2,33
Dan Dickau,ATL,2002,1,28
Damone Brown,TOR,2001,2,36
Damon Stoudamire,POR,1995,1,7
Damon Jones,SAC,Undrafted,Undrafted,Undrafted
Dalibor Bagaric,CHI,2000,1,24
Dale Davis,POR,1991,1,13
Dajuan Wagner,CLE,2002,1,6
Cuttino Mobley,HOU,1998,2,41
Courtney Alexander,NOH,2000,1,13
Corliss Williamson,DET,1995,1,13
Corie Blount,CHI,1993,1,25
Corey Maggette,LAC,1999,1,13
Corey Benjamin,ATL,1998,1,28
Clifford Robinson,DET,1989,2,36
Clar. Weatherspoon,NYK,1992,1,9
Chucky Atkins,DET,Undrafted,Undrafted,Undrafted
Christian Laettner,WAS,1992,1,3
Bruce Bowen,SAS,Undrafted,Undrafted,Undrafted
Darrell Armstrong,ORL,Undrafted,Undrafted,Undrafted
Brian Skinner,PHI,1998,1,22
Brian Scalabrine,NJN,2001,2,34
Anthony Mason,MIL,1988,3,53
Anthony Johnson,NJN,1997,2,39
Anthony Goldwire,WAS,1994,2,52
Anthony Carter,MIA,Undrafted,Undrafted,Undrafted
Antawn Jamison,GSW,1998,1,4
Ansu Sesay,SEA,1998,2,30
Anfernee Hardaway,PHX,1993,1,3
Andrew DeClercq,ORL,1995,2,34
Andrei Kirilenko,UTA,1999,1,24
Andre Miller,LAC,1999,1,8
Anthony Peeler,MIN,1992,1,15
Amar'e Stoudemire,PHX,2002,1,9
Alvin Williams,TOR,1997,2,47
Alton Ford,PHX,2001,2,50
Allen Iverson,PHI,1996,1,1
Allan Houston,NYK,1993,1,11
Alan Henderson,ATL,1995,1,16
Al Harrington,IND,1998,1,25
Adrian Griffin,DAL,Undrafted,Undrafted,Undrafted
Adonal Foyle,GSW,1997,1,8
Adam Harrington,DEN,Undrafted,Undrafted,Undrafted
Aaron Williams,NJN,Undrafted,Undrafted,Undrafted
Amal McCaskill,ATL,1996,2,49
Antoine Rigaudeau,DAL,Undrafted,Undrafted,Undrafted
Antoine Walker,BOS,1996,1,6
Antonio Daniels,POR,1997,1,4
Brian Grant,MIA,1994,1,8
Brian Cardinal,WAS,2000,2,44
Brevin Knight,MEM,1997,1,16
Brent Barry,SEA,1995,1,15
Brendan Haywood,WAS,2001,1,20
Brandon Williams,ATL,Undrafted,Undrafted,Undrafted
Brandon Armstrong,NJN,2001,1,23
Brad Miller,IND,Undrafted,Undrafted,Undrafted
Bostjan Nachbar,HOU,2002,1,15
Bonzi Wells,POR,1998,1,11
Bobby Simmons,WAS,2001,2,41
Bobby Jackson,SAC,1997,1,23
Bob Sura,GSW,1995,1,17
Bo Outlaw,PHX,Undrafted,Undrafted,Undrafted
Bimbo Coles,BOS,1990,2,40
Ben Wallace,DET,Undrafted,Undrafted,Undrafted
Baron Davis,NOH,1999,1,3
Avery Johnson,DAL,Undrafted,Undrafted,Undrafted
Austin Croshere,IND,1997,1,12
Arvydas Sabonis,POR,1986,1,24
Art Long,TOR,Undrafted,Undrafted,Undrafted
Antonio Harvey,ATL,Undrafted,Undrafted,Undrafted
Antonio Davis,TOR,1990,2,45
Brian Shaw,LAL,1988,1,24
Darvin Ham,ATL,Undrafted,Undrafted,Undrafted
David Robinson,SAS,1987,1,1
DeSagana Diop,CLE,2001,1,8
Jared Jeffries,WAS,2002,1,11
Jannero Pargo,LAL,Undrafted,Undrafted,Undrafted
Jamison Brewer,IND,2001,2,40
James Posey,HOU,1999,1,18
Jamal Sampson,MIL,2002,2,46
Jamal Mashburn,NOH,1993,1,4
Jamal Crawford,CHI,2000,1,8
Jamaal Tinsley,IND,2001,1,27
Jamaal Magloire,NOH,2000,1,19
Jalen Rose,CHI,1994,1,13
Jarron Collins,UTA,2001,2,52
Jake Voskuhl,PHX,2000,2,33
Jahidi White,WAS,1998,2,43
Jacque Vaughn,ORL,1997,1,27
J.R. Bremer,BOS,Undrafted,Undrafted,Undrafted
Ira Newble,ATL,Undrafted,Undrafted,Undrafted
Igor Rakocevic,MIN,2000,2,51
Hubert Davis,DET,1992,1,20
Howard Eisley,NYK,1994,2,30
Horace Grant,ORL,1987,1,10
Hedo Turkoglu,SAC,2000,1,16
Guy Rucker,GSW,1999,Undrafted,Undrafted
Jake Tsakalidis,PHX,2000,1,25
Jason Caffey,MIL,1995,1,20
Jason Collier,HOU,2000,1,15
Jason Collins,NJN,2001,1,18
John Crotty,DEN,Undrafted,Undrafted,Undrafted
John Amaechi,UTA,Undrafted,Undrafted,Undrafted
Joel Przybilla,MIL,2000,1,9
Joe Smith,MIN,1995,1,1
Joe Johnson,PHX,2001,1,10
Jiri Welsch,GSW,2002,1,16
Jim Jackson,SAC,1992,1,4
Jeryl Sasser,ORL,2001,1,22
Jerry Stackhouse,WAS,1995,1,3
Jerome Williams,TOR,1996,1,26
Jerome Moiso,NOH,2000,1,11
Jerome James,SEA,1998,2,36
Jermaine O'Neal,IND,1996,1,17
Jermaine Jackson,ATL,Undrafted,Undrafted,Undrafted
Jelani McCoy,TOR,1998,2,33
Jeff Trepagnier,DEN,2001,2,35
Jeff McInnis,POR,1996,2,37
Jeff Foster,IND,1999,1,21
Jay Williams,CHI,2002,1,2
Jason Williams,MEM,1998,1,7
Jason Terry,ATL,1999,1,10
Jason Richardson,GSW,2001,1,5
Jason Kidd,NJN,1994,1,2
Greg Ostertag,UTA,1995,1,28
Greg Foster,TOR,1990,2,35
Greg Buckner,PHI,1998,2,53
Grant Long,BOS,1988,2,33
Eddie Robinson,CHI,Undrafted,Undrafted,Undrafted
Eddie Jones,MIA,1994,1,10
Eddie House,MIA,2000,2,37
Eddie Griffin,HOU,2001,1,7
Earl Watson,MEM,2001,2,39
Earl Boykins,GSW,Undrafted,Undrafted,Undrafted
Drew Gooden,ORL,2002,1,4
Doug Christie,SAC,1992,1,17
Donyell Marshall,CHI,1994,1,4
Donny Marshall,NJN,1995,2,39
Donnell Harvey,DEN,2000,1,22
Don Reid,DET,1995,2,58
Dirk Nowitzki,DAL,1998,1,9
Dion Glover,ATL,1999,1,20
Dikembe Mutombo,NJN,1991,1,4
Devin Brown,DEN,Undrafted,Undrafted,Undrafted
Devean George,LAL,1999,1,23
Desmond Mason,MIL,2000,1,17
Derrick Coleman,PHI,1990,1,1
Derek Fisher,LAL,1996,1,24
Derek Anderson,POR,1997,1,13
Dean Oliver,GSW,Undrafted,Undrafted,Undrafted
DeShawn Stevenson,UTA,2000,1,23
Eddy Curry,CHI,2001,1,4
John Stockton,UTA,1984,1,16
Eduardo Najera,DAL,2000,2,38
Elden Campbell,SEA,1990,1,27
Grant Hill,ORL,1994,1,3
Gordan Giricek,ORL,1999,2,40
Glenn Robinson,ATL,1994,1,1
Glen Rice,HOU,1989,1,4
Gilbert Arenas,GSW,2001,2,30
Gerald Wallace,SAC,2001,1,25
George Lynch,NOH,1993,1,12
Gary Trent,MIN,1995,1,11
Gary Payton,MIL,1990,1,2
Fred Jones,IND,2002,1,14
Fred Hoiberg,CHI,1995,2,52
Frank Williams,NYK,2002,1,25
Flip Murray,SEA,2002,2,41
Evan Eschmeyer,DAL,1999,2,34
Etan Thomas,WAS,2000,1,12
Ervin Johnson,MIL,1993,1,23
Erick Strickland,IND,Undrafted,Undrafted,Undrafted
Erick Dampier,GSW,1996,1,10
Eric Williams,BOS,1995,1,14
Eric Snow,PHI,1995,2,43
Eric Piatkowski,LAC,1994,1,15
Emanual Davis,ATL,Undrafted,Undrafted,Undrafted
Elton Brand,LAC,1999,1,1
Efthimios Rentzias,PHI,1996,1,23
Jon Barry,DET,1992,1,21
A.J. Guyton,GSW,2000,2,32
Joseph Forte,SEA,2001,1,21
Sam Cassell,MIL,1993,1,24
Samaki Walker,LAL,1996,1,9
Scot Pollard,SAC,1997,1,19
Scott Padgett,UTA,1999,1,28
Scott Williams,PHX,Undrafted,Undrafted,Undrafted
Scottie Pippen,POR,1987,1,5
Sean Lampley,MIA,2001,2,44
Sean Marks,MIA,1998,2,44
Sean Rooks,LAC,1992,2,30
Shammond Williams,DEN,1998,2,34
Ryan Humphrey,MEM,2002,1,19
Shandon Anderson,NYK,1996,2,54
Shaquille O'Neal,LAL,1992,1,1
Shareef Abdur-Rahim,ATL,1996,1,3
Shawn Kemp,ORL,1989,1,17
Shawn Marion,PHX,1999,1,9
Slava Medvedenko,LAL,Undrafted,Undrafted,Undrafted
Smush Parker,CLE,Undrafted,Undrafted,Undrafted
Soumaila Samake,LAL,2000,2,36
Speedy Claxton,SAS,2000,1,20
Stacey Augmon,NOH,1991,1,9
Stephen Jackson,SAS,1997,2,42
Shane Battier,MEM,2001,1,6
Ryan Bowen,DEN,1998,2,55
Ruben Wolkowyski,BOS,Undrafted,Undrafted,Undrafted
Ruben Patterson,POR,1998,2,31
Rashard Lewis,SEA,1998,2,32
Rasheed Wallace,POR,1995,1,4
Rasho Nesterovic,MIN,1998,1,17
Rasual Butler,MIA,2002,2,52
Ray Allen,SEA,1996,1,5
Reggie Evans,SEA,Undrafted,Undrafted,Undrafted
Reggie Miller,IND,1987,1,11
Reggie Slater,MIN,Undrafted,Undrafted,Undrafted
Richard Hamilton,DET,1999,1,7
Richard Jefferson,NJN,2001,1,13
Rick Brunson,CHI,Undrafted,Undrafted,Undrafted
Rick Fox,LAL,1991,1,24
Ricky Davis,CLE,1998,1,21
Robert Archibald,MEM,2002,2,31
Robert Horry,LAL,1992,1,11
Robert Pack,NOH,Undrafted,Undrafted,Undrafted
Robert Traylor,NOH,1998,1,6
Rod Strickland,MIN,1988,1,19
Rodney Rogers,NJN,1993,1,9
Rodney White,DEN,2001,1,9
Roger Mason Jr.,CHI,2002,2,30
Ron Mercer,IND,1997,1,6
Ruben Boumtje-Boumtje,POR,2001,2,49
Stephon Marbury,PHX,1996,1,4
Steve Francis,HOU,1999,1,2
Steve Nash,DAL,1996,1,15
Steven Hunter,ORL,2001,1,15
Tyrone Hill,PHI,1990,1,11
Tyronn Lue,WAS,1998,1,23
Tyson Chandler,CHI,2001,1,2
Vin Baker,BOS,1993,1,8
Vince Carter,TOR,1998,1,5
Vincent Yarbrough,DEN,2002,2,32
Vitaly Potapenko,SEA,1996,1,12
Vlade Divac,SAC,1989,1,26
Vladimir Radmanovic,SEA,2001,1,12
Vladimir Stepania,MIA,1998,1,27
Voshon Lenard,TOR,1994,2,46
Wally Szczerbiak,MIN,1999,1,6
Walt Williams,DAL,1992,1,7
Walter McCarty,BOS,1996,1,19
Wang Zhi-zhi,LAC,1999,2,36
Wesley Person,MEM,1994,1,23
Yao Ming,HOU,2002,1,1
Zach Randolph,POR,2001,1,19
Zeljko Rebraca,DET,1994,2,54
Zendon Hamilton,TOR,Undrafted,Undrafted,Undrafted
Zydrunas Ilgauskas,CLE,1996,1,20
Aaron McKie,PHI,1994,1,17
Jonathan Bender,IND,1999,1,5
Troy Murphy,GSW,2001,1,14
Randy Livingston,NOH,1996,2,42
Troy Hudson,MIN,Undrafted,Undrafted,Undrafted
Tremaine Fowlkes,LAC,1998,2,54
Steven Smith,SAS,1991,1,5
Stromile Swift,MEM,2000,1,2
Tamar Slay,NJN,2002,2,53
Tariq Abdul-Wahad,DAL,1997,1,11
Tayshaun Prince,DET,2002,1,23
Terence Morris,HOU,2001,2,33
Theo Ratliff,ATL,1995,1,18
Tierre Brown,CLE,Undrafted,Undrafted,Undrafted
Tim Duncan,SAS,1997,1,1
Tim Hardaway,IND,1989,1,14
Tim Thomas,MIL,1997,1,7
Tito Maddox,HOU,2002,2,37
Todd MacCulloch,PHI,1999,2,47
Tom Gugliotta,PHX,1992,1,6
Toni Kukoc,MIL,1990,2,29
Tony Battie,BOS,1997,1,5
Tony Delk,BOS,1996,1,16
Tony Massenburg,UTA,1990,2,43
Tony Parker,SAS,2001,1,28
Tracy McGrady,ORL,1997,1,9
Tracy Murray,LAL,1992,1,18
Travis Best,MIA,1995,1,23
Travis Knight,NYK,1996,1,29
Trenton Hassell,CHI,2001,2,29
Randy Brown,PHX,1991,2,31
Steve Kerr,SAS,1988,2,50
Rafer Alston,TOR,1998,2,39
LaPhonso Ellis,MIA,1992,1,5
Larry Hughes,WAS,1998,1,8
Latrell Sprewell,NYK,1992,1,24
Lavor Postell,NYK,2000,2,39
Lawrence Funderburke,SAC,1994,2,51
Lee Nailon,NYK,1999,2,43
Lindsey Hunter,TOR,1993,1,10
Lonny Baxter,CHI,2002,2,43
Loren Woods,MIN,2001,2,45
Lorenzen Wright,MEM,1996,1,7
Lucious Harris,NJN,1993,2,28
Maceo Baston,TOR,1998,2,58
Malik Allen,MIA,Undrafted,Undrafted,Undrafted
Malik Rose,SAS,1996,2,44
Mamadou N'diaye,TOR,2000,1,26
Manu Ginobili,SAS,1999,2,57
Marc Jackson,MIN,1997,2,37
Marcus Camby,DEN,1996,1,2
Marcus Fizer,CHI,2000,1,4
Marcus Haislip,MIL,2002,1,13
Mark Blount,BOS,1997,2,54
Mark Bryant,BOS,1988,1,21
Mark Jackson,UTA,1987,1,18
Kwame Brown,WAS,2001,1,1
Mark Madsen,LAL,2000,1,29
Kurt Thomas,NYK,1995,1,10
Kirk Haston,NOH,2001,1,16
Juaquin Hawkins,HOU,Undrafted,Undrafted,Undrafted
Juan Dixon,WAS,2002,1,17
Raja Bell,DAL,Undrafted,Undrafted,Undrafted
Jumaine Jones,CLE,1999,1,27
Junior Harrington,DEN,Undrafted,Undrafted,Undrafted
Juwan Howard,DEN,1994,1,5
Kareem Rush,LAL,2002,1,20
Karl Malone,UTA,1985,1,13
Kedrick Brown,BOS,2001,1,11
Keith Van Horn,PHI,1997,1,2
Kelvin Cato,HOU,1997,1,15
Ken Johnson,MIA,2001,2,48
Kendall Gill,MIN,1990,1,5
Kenny Anderson,NOH,1991,1,2
Kenny Satterfield,PHI,2001,2,53
Kenny Thomas,PHI,1999,1,22
Kenyon Martin,NJN,2000,1,1
Keon Clark,SAC,1998,1,13
Kerry Kittles,NJN,1996,1,8
Kevin Garnett,MIN,1995,1,5
Kevin Ollie,SEA,Undrafted,Undrafted,Undrafted
Kevin Willis,SAS,1984,1,11
Keyon Dooling,LAC,2000,1,10
Kobe Bryant,LAL,1996,1,13
Mark Strickland,DAL,Undrafted,Undrafted,Undrafted
Lamar Odom,LAC,1999,1,4
Marko Jaric,LAC,2000,2,30
Morris Peterson,TOR,2000,1,21
Nate Huffman,TOR,Undrafted,Undrafted,Undrafted
Nazr Mohammed,ATL,1998,1,29
Nene,DEN,2002,1,7
Nick Van Exel,DAL,1993,2,37
Nikoloz Tskitishvili,DEN,2002,1,5
Olumide Oyedeji,ORL,2000,2,42
Oscar Torres,GSW,Undrafted,Undrafted,Undrafted
Othella Harrington,NYK,1996,2,30
Pat Burke,ORL,Undrafted,Undrafted,Undrafted
Pat Garrity,ORL,1998,1,19
Pau Gasol,MEM,2001,1,3
Paul Pierce,BOS,1998,1,10
Paul Shirley,ATL,Undrafted,Undrafted,Undrafted
Peja Stojakovic,SAC,1996,1,14
Pepe Sanchez,DET,Undrafted,Undrafted,Undrafted
Popeye Jones,DAL,1992,2,41
Predrag Drobnjak,SEA,1997,2,48
Predrag Savovic,DEN,Undrafted,Undrafted,Undrafted
Primoz Brezec,IND,2000,1,27
Quentin Richardson,LAC,2000,1,18
Qyntel Woods,POR,2002,1,21
Raef LaFrentz,DAL,1998,1,3
Moochie Norris,HOU,1996,2,33
Monty Williams,PHI,1994,1,24
P.J. Brown,NOH,1992,2,29
Mikki Moore,ATL,Undrafted,Undrafted,Undrafted
Mateen Cleaves,SAC,2000,1,14
Matt Harpring,UTA,1998,1,15
Matt Maloney,ATL,Undrafted,Undrafted,Undrafted
Milt Palacio,CLE,Undrafted,Undrafted,Undrafted
Maurice Taylor,HOU,1997,1,14
Mehmet Okur,DET,2001,2,37
Melvin Ely,LAC,2002,1,12
Mengke Bateer,SAS,Undrafted,Undrafted,Undrafted
Metta World Peace,IND,1999,1,16
Michael Curry,DET,Undrafted,Undrafted,Undrafted
Michael Dickerson,MEM,1998,1,14
Michael Doleac,NYK,1998,1,12
Michael Bradley,TOR,2001,1,17
Michael Jordan,WAS,1984,1,3
Mike Wilks,MIN,Undrafted,Undrafted,Undrafted
Mike Miller,MEM,2000,1,5
Michael Finley,DAL,1995,1,21
Mike Dunleavy,GSW,2002,1,3
Mike Bibby,SAC,1998,1,2
Mike James,MIA,Undrafted,Undrafted,Undrafted
Michael Stewart,CLE,Undrafted,Undrafted,Undrafted
