,players,teams,age,player_height,player_weight,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct
4797,Samardo Samuels,CLE,23.0,205.74,117.93392,36.333333333333336,5.466666666666666,3.0666666666666664,0.43333333333333335,-8.766666666666667,0.08600000000000001,0.144,0.19166666666666665,0.4753333333333334,0.05266666666666667
4798,Samuel Dalembert,DAL,34.0,210.82,113.398,80.0,6.6,6.8,0.5,1.8,0.146,0.242,0.15,0.605,0.035
4799,Samuel Dalembert,HOU,32.0,210.82,113.398,65.0,7.5,7.0,0.5,2.7,0.129,0.242,0.166,0.551,0.036000000000000004
4800,Samuel Dalembert,MIL,33.0,210.82,113.398,47.0,6.7,5.9,0.4,-7.8,0.139,0.266,0.183,0.565,0.044000000000000004
4801,Samuel Dalembert,NYK,35.0,210.82,115.66596000000001,32.0,4.0,5.3,0.9,-13.5,0.114,0.251,0.154,0.461,0.08800000000000001
4802,Samuel Dalembert,PHI,26.375,210.81999999999996,113.39800000000001,72.75,7.5875,7.8375,0.45000000000000007,-1.1124999999999998,0.124125,0.255625,0.15362499999999998,0.54525,0.0305
4803,Samuel Dalembert,SAC,31.0,210.82,113.398,80.0,8.1,8.2,0.8,-4.1,0.124,0.264,0.174,0.509,0.054000000000000006
4804,Sarunas Jasikevicius,GSW,31.0,193.04,89.357624,63.0,6.1,1.1,2.7,-5.3,0.017,0.064,0.204,0.531,0.31
4805,Sarunas Jasikevicius,IND,30.0,193.04,89.357624,75.0,7.3,2.0,3.0,0.8,0.013999999999999999,0.094,0.17800000000000002,0.561,0.257
4806,Sarunas Marciulionis,DEN,33.0,195.58,90.7184,17.0,6.8,1.8,1.5,-7.6,0.057,0.086,0.27,0.496,0.188
4807,Sasha Danilovic,DAL,27.0,198.12,90.7184,56.0,12.5,2.4,1.8,1.5,0.019,0.069,0.196,0.552,0.10300000000000001
4808,Sasha Kaun,CLE,31.0,210.82,117.93392,25.0,0.9,1.0,0.1,-3.2,0.14300000000000002,0.154,0.134,0.527,0.052000000000000005
4809,Sasha Pavlovic,BOS,27.5,200.66,106.59411999999999,38.0,2.6,1.3,0.45,-3.8499999999999996,0.006,0.1245,0.131,0.47650000000000003,0.065
4810,Sasha Pavlovic,CLE,23.0,200.66,100.15311359999998,60.4,6.0600000000000005,1.8800000000000001,1.1199999999999999,1.9800000000000004,0.0256,0.0954,0.17400000000000002,0.506,0.094
4811,Sasha Pavlovic,MIN,26.0,200.66,106.59411999999999,71.0,3.7,1.6,0.8,-15.5,0.015,0.131,0.17800000000000002,0.42200000000000004,0.105
4812,Sasha Pavlovic,POR,29.0,200.66,106.59411999999999,39.0,2.6,1.4,0.8,-3.6,0.015,0.11199999999999999,0.11800000000000001,0.423,0.09300000000000001
4813,Sasha Pavlovic,UTA,20.0,200.66,95.25431999999999,79.0,4.8,2.0,0.8,-4.9,0.048,0.129,0.198,0.46299999999999997,0.098
4814,Sasha Vujacic,LAC,30.0,200.66,92.98635999999999,2.0,2.5,1.5,0.0,-42.6,0.0,0.25,0.32,0.5,0.0
4815,Sasha Vujacic,LAL,23.5,200.66,90.56720266666666,68.16666666666667,4.75,1.7,1.1833333333333333,0.6500000000000002,0.028999999999999998,0.11316666666666668,0.15633333333333335,0.5126666666666667,0.12899999999999998
4816,Sasha Vujacic,NJN,27.0,200.66,92.98635999999999,67.0,9.8,2.8,2.0,-10.1,0.021,0.11800000000000001,0.195,0.515,0.134
4817,Sasha Vujacic,NYK,32.5,200.66,88.45044,51.5,3.95,1.9,1.2999999999999998,-1.7,0.0305,0.137,0.16849999999999998,0.46299999999999997,0.16749999999999998
4818,Scot Pollard,BOS,33.0,210.82,126.098576,22.0,1.8,1.7,0.1,4.9,0.10800000000000001,0.15,0.10400000000000001,0.597,0.027000000000000003
4819,Scot Pollard,CLE,32.0,210.82,120.20188,24.0,1.0,1.3,0.1,-1.5,0.165,0.18600000000000003,0.138,0.43200000000000005,0.053
4820,Scot Pollard,DET,23.0,210.82,120.20188,33.0,2.7,2.2,0.3,0.8,0.133,0.15,0.136,0.555,0.05
4821,Scot Pollard,IND,30.0,210.82000000000002,120.20188,51.666666666666664,3.133333333333333,3.9,0.3666666666666667,0.6333333333333332,0.11699999999999999,0.18800000000000003,0.11466666666666668,0.47700000000000004,0.03566666666666667
4822,Scot Pollard,SAC,26.0,210.82,120.20188,54.4,5.58,5.62,0.5,9.16,0.1328,0.1922,0.1336,0.5554,0.037
4823,Scott Brooks,CLE,32.0,180.34,74.84268,43.0,1.8,0.7,1.1,-5.0,0.021,0.09300000000000001,0.128,0.528,0.275
4824,Scott Brooks,NYK,31.0,180.34,74.84268,38.0,1.5,0.5,0.8,3.8,0.032,0.057999999999999996,0.11599999999999999,0.625,0.191
4825,Scott Burrell,CHH,30.0,200.66,98.88305600000001,4.0,4.3,0.8,0.3,-10.3,0.032,0.055999999999999994,0.196,0.507,0.048
4826,Scott Burrell,CHI,27.0,200.66,98.88305600000001,80.0,5.2,2.5,0.8,7.2,0.079,0.126,0.183,0.516,0.102
4827,Scott Burrell,GSW,26.0,200.66,102.511792,57.0,5.2,2.8,1.3,1.4,0.061,0.134,0.16899999999999998,0.485,0.121
4828,Scott Burrell,NJN,28.5,200.66,98.88305600000001,53.0,6.35,3.6,1.2,0.8500000000000001,0.0505,0.1565,0.159,0.4895,0.0995
4829,Scott Machado,GSW,23.0,185.42,92.98635999999999,6.0,1.3,0.2,1.0,-21.5,0.0,0.055999999999999994,0.3,0.581,0.6
4830,Scott Machado,LAL,29.0,185.42,92.98635999999999,4.0,2.5,0.0,0.8,0.0,0.0,0.0,0.13,0.7759999999999999,0.214
4831,Scott Padgett,HOU,28.5,205.74,108.86208,62.0,3.8,2.5999999999999996,0.6000000000000001,8.35,0.079,0.1685,0.1555,0.5505,0.08549999999999999
4832,Scott Padgett,MEM,31.0,205.74,108.86208,31.0,1.5,1.7,0.3,2.7,0.08199999999999999,0.19,0.146,0.373,0.057999999999999996
4833,Scott Padgett,NJN,30.0,205.74,108.86208,62.0,3.4,2.7,0.7,-7.2,0.08800000000000001,0.192,0.157,0.489,0.10400000000000001
4834,Scott Padgett,UTA,25.5,205.74,108.86208,57.75,4.275,2.5999999999999996,0.7,-0.5999999999999998,0.10625000000000001,0.17099999999999999,0.19075000000000003,0.5,0.09749999999999999
4835,Scott Williams,CLE,37.0,208.28,117.93392,19.0,1.7,1.6,0.4,-11.1,0.11599999999999999,0.14,0.152,0.36,0.084
4836,Scott Williams,DAL,36.0,208.28,117.93392,43.0,4.6,3.1,0.4,3.5,0.079,0.20600000000000002,0.18,0.5,0.047
4837,Scott Williams,DEN,34.0,208.28,111.13004,41.0,4.9,5.1,0.3,-12.2,0.11699999999999999,0.2,0.16699999999999998,0.43,0.028999999999999998
4838,Scott Williams,MIL,32.0,208.28,104.32616,47.0,5.233333333333333,4.7,0.3333333333333333,-1.3000000000000007,0.09700000000000002,0.22433333333333336,0.18633333333333335,0.4673333333333334,0.03866666666666666
4839,Scott Williams,PHI,29.5,208.28,104.32616,60.0,4.949999999999999,5.0,0.6,-3.8,0.1235,0.1955,0.14,0.5105000000000001,0.055
4840,Scott Williams,PHX,35.0,208.28,117.93392,69.0,4.0,2.8,0.3,-4.8,0.091,0.163,0.177,0.44,0.040999999999999995
4841,Scottie Pippen,CHI,33.666666666666664,201.50666666666666,103.418976,49.666666666666664,15.1,4.8999999999999995,4.566666666666666,0.13333333333333286,0.04900000000000001,0.132,0.22766666666666668,0.512,0.23566666666666666
4842,Scottie Pippen,HOU,33.0,200.66,103.418976,50.0,14.5,6.5,5.9,1.6,0.04,0.141,0.19899999999999998,0.53,0.248
4843,Scottie Pippen,POR,35.5,201.29500000000002,103.418976,68.0,11.3,5.25,5.0,6.075,0.04275,0.14700000000000002,0.18999999999999997,0.52275,0.2405
4844,Scotty Hopson,CLE,24.0,200.66,92.532768,2.0,0.5,0.0,0.5,-13.1,0.0,0.0,0.307,0.102,0.2
4845,Scotty Hopson,DAL,28.0,200.66,92.532768,1.0,1.0,0.0,1.0,-36.4,0.0,0.0,0.111,0.266,0.2
4846,Sean Colson,HOU,25.0,182.88,79.3786,13.0,1.2,0.5,0.8,-35.2,0.04,0.111,0.264,0.29100000000000004,0.455
4847,Sean Elliott,SAS,31.0,203.2,98.42946399999998,39.2,9.860000000000001,3.6800000000000006,2.0599999999999996,4.6,0.0248,0.121,0.18719999999999998,0.5072,0.1238
4848,Sean Higgins,POR,29.0,205.74,92.98635999999999,2.0,0.0,0.0,0.0,-49.8,0.0,0.0,0.18100000000000002,0.0,0.0
4849,Sean Kilpatrick,BKN,26.5,193.04,99.336648,50.5,12.1,2.9,1.55,-9.350000000000001,0.0175,0.118,0.23349999999999999,0.561,0.11249999999999999
4850,Sean Kilpatrick,CHI,28.0,193.04,96.16150400000001,52.0,6.3,1.7,0.9,-8.6,0.006999999999999999,0.131,0.242,0.507,0.121
4851,Sean Kilpatrick,MIN,25.0,193.04,95.25431999999999,4.0,5.5,1.5,1.0,7.3,0.02,0.094,0.151,0.506,0.08199999999999999
4852,Sean Lampley,GSW,24.0,198.12,96.615096,10.0,3.4,1.1,0.2,21.8,0.045,0.14800000000000002,0.213,0.672,0.043
4853,Sean Lampley,MIA,23.0,200.66,102.965384,35.0,4.8,2.4,0.9,-3.3,0.061,0.132,0.182,0.512,0.12
4854,Sean Marks,MIA,26.5,208.28,113.398,22.0,3.4499999999999997,2.55,0.25,-3.9,0.05450000000000001,0.17450000000000002,0.1745,0.43900000000000006,0.0345
4855,Sean Marks,NOH,33.5,208.28,113.398,37.0,1.9500000000000002,2.35,0.15000000000000002,-1.6,0.1215,0.15950000000000003,0.097,0.5055000000000001,0.0325
4856,Sean Marks,PHX,31.5,208.28,113.398,11.0,2.55,1.45,0.1,-24.0,0.0355,0.22950000000000004,0.1945,0.505,0.0315
4857,Sean Marks,POR,35.0,208.28,113.398,29.0,1.6,1.4,0.1,-16.8,0.084,0.146,0.128,0.473,0.033
4858,Sean Marks,SAS,29.5,208.28,113.398,24.0,3.25,2.05,0.3,-7.7,0.0795,0.19,0.20799999999999996,0.47150000000000003,0.0695
4859,Sean Marks,TOR,23.5,208.28,113.398,6.5,1.5,0.25,0.0,-31.8,0.0,0.19449999999999998,0.2485,0.567,0.0
4860,Sean May,CHA,23.333333333333332,205.74,120.65547199999999,27.333333333333332,8.0,4.766666666666667,1.0999999999999999,-5.866666666666667,0.09866666666666667,0.20766666666666667,0.23266666666666666,0.48666666666666664,0.104
4861,Sean May,SAC,26.0,205.74,120.655472,37.0,3.3,1.9,0.5,-0.6,0.07200000000000001,0.175,0.198,0.49200000000000005,0.083
4862,Sean Rooks,DAL,30.0,208.28,122.46983999999999,71.0,4.4,3.5,1.0,-3.0,0.08800000000000001,0.179,0.172,0.48,0.099
4863,Sean Rooks,LAC,32.0,208.28,117.93392,71.0,4.2,2.9333333333333336,0.7666666666666666,-3.3666666666666667,0.05533333333333334,0.1446666666666667,0.14400000000000002,0.4633333333333333,0.07366666666666667
4864,Sean Rooks,LAL,28.0,208.28,117.93392,48.666666666666664,3.2999999999999994,2.433333333333333,0.5,-1.5666666666666664,0.10533333333333333,0.165,0.168,0.516,0.078
4865,Sean Rooks,ORL,34.0,208.28,117.93392,55.0,2.6,1.8,0.5,-4.9,0.045,0.14800000000000002,0.142,0.42100000000000004,0.076
4866,Sean Singletary,CHA,23.0,182.88,83.91452,37.0,2.4,0.9,0.8,-7.3,0.04,0.102,0.185,0.478,0.174
4867,Sean Williams,BOS,25.0,208.28,106.59411999999999,11.0,3.6,2.3,0.5,12.9,0.13699999999999998,0.124,0.161,0.722,0.07400000000000001
4868,Sean Williams,NJN,22.0,208.28,106.59411999999999,42.0,3.533333333333333,3.0333333333333337,0.3,-4.7,0.10499999999999998,0.15733333333333333,0.14733333333333332,0.49366666666666664,0.03266666666666667
4869,Sebastian Telfair,BOS,22.0,182.88,72.57472,78.0,6.1,1.4,2.8,-4.2,0.013000000000000001,0.07,0.175,0.45799999999999996,0.223
4870,Sebastian Telfair,CLE,25.0,182.88,79.3786,43.0,4.8,1.0,2.9,-7.3,0.01,0.075,0.192,0.479,0.313
4871,Sebastian Telfair,MIN,24.333333333333332,182.88,79.3786,57.333333333333336,8.766666666666667,1.8333333333333333,4.5,-7.466666666666668,0.017,0.063,0.18566666666666665,0.48000000000000004,0.26066666666666666
4872,Sebastian Telfair,OKC,30.0,182.88,77.11064,16.0,8.4,1.9,2.8,-12.3,0.006999999999999999,0.096,0.22399999999999998,0.479,0.29
4873,Sebastian Telfair,PHX,27.0,182.88,77.11064,60.0,6.1,1.5,2.3,-7.2,0.024,0.095,0.226,0.495,0.285
4874,Sebastian Telfair,POR,20.5,182.88,72.57472,68.0,8.15,1.65,3.45,-9.85,0.0115,0.077,0.21650000000000003,0.481,0.2765
4875,Sebastian Telfair,TOR,28.0,182.88,77.11064,59.0,5.6,1.4,2.6,-1.8,0.015,0.085,0.188,0.488,0.252
4876,Sedale Threatt,HOU,35.0,187.96,83.91452,21.0,3.3,1.1,1.9,-3.5,0.017,0.063,0.122,0.451,0.185
4877,Sekou Doumbouya,DET,19.0,203.2,104.32616,36.0,6.6,3.2,0.4,-9.5,0.027000000000000003,0.141,0.16699999999999998,0.48100000000000004,0.033
4878,Semaj Christon,OKC,24.0,190.5,86.18248,64.0,2.9,1.4,2.0,-6.5,0.023,0.085,0.127,0.387,0.193
4879,Semi Ojeleye,BOS,24.0,199.81333333333336,108.25729066666666,62.666666666666664,3.0666666666666664,1.9000000000000001,0.39999999999999997,-0.13333333333333333,0.03133333333333333,0.09999999999999999,0.10333333333333333,0.5253333333333333,0.043333333333333335
4880,Semih Erden,CLE,24.5,212.09,108.86208,34.5,3.75,2.75,0.4,-6.3999999999999995,0.07450000000000001,0.183,0.14250000000000002,0.5654999999999999,0.051500000000000004
4881,Serge Ibaka,OKC,23.0,208.28,108.5380857142857,74.85714285714286,11.5,7.371428571428571,0.5714285714285714,6.371428571428572,0.10271428571428569,0.184,0.17428571428571424,0.5667142857142857,0.03
4882,Serge Ibaka,TOR,28.5,209.55,106.59411999999999,69.25,14.55,7.324999999999999,1.1,3.35,0.0615,0.19424999999999998,0.21625,0.57775,0.06325
4883,Sergei Monia,SAC,23.0,203.2,99.79024,26.0,3.0,2.0,0.7,-24.5,0.038,0.152,0.14300000000000002,0.413,0.091
4884,Sergey Karasev,BKN,21.5,200.66,94.34713599999999,36.5,3.5,1.75,1.15,0.85,0.035,0.119,0.1305,0.535,0.11850000000000001
4885,Sergey Karasev,CLE,20.0,200.66,88.904032,22.0,1.7,0.7,0.3,-15.6,0.0,0.121,0.14400000000000002,0.47,0.059000000000000004
4886,Sergio Rodriguez,NYK,24.0,190.5,79.832192,66.0,6.6,1.3,3.2,-1.6,0.027000000000000003,0.071,0.214,0.5539999999999999,0.307
4887,Sergio Rodriguez,PHI,31.0,190.5,79.832192,68.0,7.8,2.3,5.1,-5.3,0.015,0.10099999999999999,0.19399999999999998,0.484,0.349
4888,Sergio Rodriguez,POR,22.0,190.5,77.41303466666666,73.0,3.5666666666666664,1.2666666666666668,2.8666666666666667,-5.8,0.032,0.09233333333333334,0.18699999999999997,0.46900000000000003,0.377
4889,Seth Curry,CLE,23.0,187.96,83.91452,2.0,1.5,0.5,0.0,-4.9,0.0,0.077,0.10099999999999999,0.5,0.0
4890,Seth Curry,DAL,27.5,187.96,83.91452,64.5,12.7,2.5,2.35,2.0,0.0155,0.0835,0.1875,0.6255,0.14100000000000001
4891,Seth Curry,PHX,24.0,187.96,83.91452,2.0,0.0,1.0,0.5,-22.5,0.0,0.4,0.17800000000000002,0.0,0.2
4892,Seth Curry,POR,28.0,187.96,83.91452,74.0,7.9,1.6,0.9,4.3,0.019,0.062,0.16399999999999998,0.595,0.068
4893,Seth Curry,SAC,25.0,187.96,83.91452,44.0,6.8,1.4,1.5,-3.7,0.013999999999999999,0.081,0.17600000000000002,0.603,0.14800000000000002
4894,Shabazz Muhammad,MIL,25.0,198.12,100.243832,43.0,5.0,1.8,0.3,-12.7,0.057,0.136,0.225,0.51,0.055
4895,Shabazz Muhammad,MIN,22.5,198.12,101.49121,58.75,9.45,2.9000000000000004,0.6,-7.949999999999999,0.07525,0.11374999999999999,0.22999999999999998,0.54375,0.0555
4896,Shabazz Napier,BKN,27.0,185.42,81.64656,56.0,9.4,1.8,2.6,1.3,0.017,0.079,0.23399999999999999,0.534,0.235
4897,Shabazz Napier,MIA,23.0,185.42,79.3786,51.0,5.1,2.2,2.5,-1.4,0.021,0.11599999999999999,0.157,0.517,0.21600000000000003
4898,Shabazz Napier,ORL,24.0,185.42,79.3786,55.0,3.7,1.0,1.8,-5.2,0.016,0.087,0.20199999999999999,0.46,0.253
4899,Shabazz Napier,POR,25.5,185.42,79.3786,63.5,6.3999999999999995,1.75,1.65,2.55,0.018000000000000002,0.106,0.208,0.5385,0.1745
4900,Shabazz Napier,WAS,28.0,182.88,79.3786,49.0,9.8,2.9,4.9,-2.7,0.019,0.10099999999999999,0.19,0.544,0.306
4901,Shai Gilgeous-Alexander,LAC,20.0,198.12,82.10015200000001,82.0,10.8,2.8,3.3,-2.0,0.026000000000000002,0.078,0.182,0.5539999999999999,0.179
4902,Shai Gilgeous-Alexander,OKC,21.0,195.58,81.64656,63.0,19.3,6.1,3.3,3.7,0.021,0.149,0.235,0.5660000000000001,0.14400000000000002
4903,Shake Milton,PHI,22.5,196.85000000000002,93.43995199999999,25.5,6.9,2.0,1.55,0.1499999999999999,0.0245,0.098,0.16999999999999998,0.5609999999999999,0.127
4904,Shammond Williams,ATL,24.0,185.42,91.171992,2.0,1.5,0.0,0.5,-42.9,0.0,0.0,0.294,0.5429999999999999,1.0
4905,Shammond Williams,DEN,28.0,185.42,91.171992,78.0,8.0,2.2,3.4,-3.2,0.013999999999999999,0.09,0.177,0.503,0.252
4906,Shammond Williams,LAL,32.0,185.42,91.171992,30.0,3.1,1.3,1.0,-4.8,0.036000000000000004,0.102,0.13699999999999998,0.53,0.15
4907,Shammond Williams,NOH,29.0,185.42,91.171992,53.0,4.8,1.1,2.2,-8.1,0.013000000000000001,0.079,0.185,0.495,0.27899999999999997
4908,Shammond Williams,SEA,26.0,185.42,91.171992,54.0,5.466666666666666,1.4666666666666666,2.1,-0.8999999999999999,0.029333333333333333,0.08933333333333333,0.2026666666666667,0.5166666666666667,0.236
4909,Shamorie Ponds,TOR,21.0,182.88,79.3786,4.0,2.3,0.3,0.5,-5.5,0.0,0.16699999999999998,0.222,0.765,0.4
4910,Shandon Anderson,HOU,26.5,198.12,95.25431999999999,82.0,10.5,4.4,2.5999999999999996,-1.2999999999999998,0.037500000000000006,0.12100000000000001,0.165,0.5475000000000001,0.131
4911,Shandon Anderson,MIA,31.5,198.12,96.3883,57.0,3.25,2.3,0.8500000000000001,6.6,0.0395,0.129,0.1195,0.494,0.0815
4912,Shandon Anderson,NYK,29.0,198.12,95.25431999999999,81.33333333333333,7.1000000000000005,2.9666666666666663,1.1666666666666667,-3.033333333333333,0.03933333333333333,0.12133333333333333,0.17566666666666664,0.5139999999999999,0.09066666666666667
4913,Shandon Anderson,UTA,24.0,198.12,94.95192533333334,65.66666666666667,7.566666666666667,2.733333333333333,1.0,2.733333333333333,0.06566666666666666,0.11233333333333334,0.20199999999999999,0.5436666666666667,0.09266666666666667
4914,Shane Battier,HOU,29.5,203.2,99.79024,72.25,8.675,4.675,2.175,4.725,0.037000000000000005,0.1145,0.11299999999999999,0.56475,0.095
4915,Shane Battier,MEM,26.166666666666668,203.20000000000002,99.79024,79.66666666666667,10.033333333333333,4.766666666666667,1.8333333333333333,2.066666666666667,0.06166666666666667,0.111,0.14400000000000002,0.5591666666666667,0.08983333333333333
4916,Shane Battier,MIA,34.0,203.19999999999996,101.30221333333333,70.0,5.166666666666666,2.1999999999999997,1.0666666666666667,8.366666666666667,0.034,0.08299999999999999,0.10566666666666667,0.5499999999999999,0.066
4917,Shane Edwards,CLE,27.0,200.66,99.79024,2.0,1.0,1.0,0.0,-25.6,0.083,0.111,0.161,0.33299999999999996,0.0
4918,Shane Heal,MIN,26.0,182.88,81.64656,43.0,1.7,0.4,0.8,-0.7,0.008,0.075,0.204,0.37799999999999995,0.214
4919,Shane Heal,SAS,33.0,182.88,81.64656,6.0,3.7,0.7,0.8,11.9,0.015,0.042,0.198,0.42,0.139
4920,Shane Larkin,BKN,23.0,180.34,79.3786,78.0,7.3,2.3,4.4,-9.6,0.018000000000000002,0.10400000000000001,0.175,0.515,0.3
4921,Shane Larkin,BOS,25.0,180.34,79.3786,54.0,4.3,1.7,1.8,0.5,0.019,0.10099999999999999,0.153,0.491,0.21
4922,Shane Larkin,DAL,21.0,180.34,79.832192,48.0,2.8,0.9,1.5,5.2,0.025,0.078,0.17300000000000001,0.446,0.20800000000000002
4923,Shane Larkin,NYK,22.0,180.34,79.3786,76.0,6.2,2.3,3.0,-11.1,0.018000000000000002,0.096,0.13699999999999998,0.504,0.201
4924,Shannon Brown,CHI,22.0,193.04,95.707912,21.0,5.4,1.0,0.8,-19.6,0.027000000000000003,0.077,0.309,0.41100000000000003,0.16
4925,Shannon Brown,CLE,21.0,193.04,92.98635999999999,23.0,3.2,0.9,0.4,-14.0,0.034,0.09,0.218,0.455,0.091
4926,Shannon Brown,LAL,24.0,193.04,95.40551733333332,70.66666666666667,7.0,1.6666666666666667,1.0999999999999999,0.6666666666666666,0.025000000000000005,0.08900000000000001,0.208,0.5296666666666666,0.11699999999999999
4927,Shannon Brown,MIA,29.0,190.5,97.52228000000001,5.0,4.0,0.2,0.6,-5.4,0.0,0.013999999999999999,0.145,0.48200000000000004,0.049
4928,Shannon Brown,NYK,28.0,193.04,95.25431999999999,29.0,2.2,1.0,0.3,-7.8,0.032,0.098,0.17,0.419,0.059000000000000004
4929,Shannon Brown,PHX,26.5,193.04,95.25431999999999,59.0,10.75,2.6,1.5,-5.05,0.0325,0.092,0.2265,0.5,0.10500000000000001
4930,Shaquille Harrison,CHI,25.5,196.85,86.18248,57.0,5.65,2.35,1.45,-1.2499999999999996,0.028500000000000004,0.1295,0.1735,0.5335,0.14500000000000002
4931,Shaquille Harrison,PHX,24.0,193.04,86.18248,23.0,6.6,2.7,2.4,6.1,0.023,0.13,0.17300000000000001,0.54,0.19899999999999998
4932,Shaquille O'Neal,BOS,39.0,215.9,147.4174,37.0,9.2,4.8,0.7,13.2,0.092,0.205,0.2,0.659,0.051
4933,Shaquille O'Neal,CLE,38.0,215.9,147.4174,53.0,12.0,6.7,1.5,3.8,0.094,0.235,0.253,0.565,0.11
4934,Shaquille O'Neal,LAL,28.5,215.90000000000003,144.58245,64.25,26.924999999999997,11.774999999999999,3.0375,9.3125,0.118,0.234125,0.31025,0.581125,0.15300000000000002
4935,Shaquille O'Neal,MIA,34.0,215.9,147.4174,57.333333333333336,20.066666666666666,9.0,2.1999999999999997,6.766666666666668,0.11566666666666665,0.22166666666666665,0.3013333333333333,0.5786666666666668,0.13266666666666668
4936,Shaquille O'Neal,PHX,36.5,215.9,147.4174,68.0,15.7,8.75,1.6,2.15,0.1125,0.236,0.2395,0.606,0.08600000000000001
4937,Shareef Abdur-Rahim,ATL,25.5,205.74,106.59412,79.0,20.549999999999997,8.7,3.05,-3.5,0.07200000000000001,0.1855,0.2575,0.551,0.1485
4938,Shareef Abdur-Rahim,POR,27.5,205.74,111.13004,69.5,16.55,7.4,2.05,-3.8000000000000003,0.08049999999999999,0.172,0.23399999999999999,0.569,0.11599999999999999
4939,Shareef Abdur-Rahim,SAC,30.0,205.74,111.13004,52.666666666666664,7.966666666666668,3.9,1.4000000000000001,-0.8666666666666666,0.08833333333333333,0.14666666666666667,0.18466666666666667,0.47633333333333333,0.11699999999999999
4940,Shareef Abdur-Rahim,VAN,22.0,205.74,104.32616,75.0,20.96,8.14,2.92,-8.6,0.0774,0.17040000000000002,0.2678,0.541,0.14379999999999998
4941,Sharone Wright,TOR,24.5,210.82,117.93392,33.5,4.4,2.2,0.55,-4.050000000000001,0.0585,0.154,0.221,0.4655,0.101
4942,Sharrod Ford,PHX,24.0,205.74,106.59411999999999,3.0,1.3,1.0,0.0,-24.7,0.111,0.133,0.162,0.667,0.0
4943,Shaun Livingston,BKN,28.0,200.66,79.3786,76.0,8.3,3.2,3.2,2.3,0.040999999999999995,0.11,0.163,0.551,0.201
4944,Shaun Livingston,CHA,25.0,200.66,83.91452,73.0,6.6,2.0,2.2,-2.8,0.027999999999999997,0.114,0.20199999999999999,0.53,0.24100000000000002
4945,Shaun Livingston,CLE,27.0,200.66,79.3786,66.0,6.3,2.4,3.3,-4.1,0.024,0.10400000000000001,0.145,0.536,0.22899999999999998
4946,Shaun Livingston,GSW,31.0,200.66,87.089664,73.4,5.359999999999999,2.0200000000000005,2.38,5.82,0.0334,0.08720000000000001,0.1454,0.5532,0.19160000000000002
4947,Shaun Livingston,LAC,20.0,200.66,82.553744,48.333333333333336,7.5,3.1333333333333333,4.866666666666666,-2.0666666666666664,0.036333333333333336,0.09800000000000002,0.1663333333333333,0.4746666666666666,0.2843333333333334
4948,Shaun Livingston,MIL,26.0,200.66,79.3786,58.0,5.5,2.1,2.1,-3.8,0.038,0.08800000000000001,0.152,0.52,0.174
4949,Shaun Livingston,OKC,23.0,200.66,83.91452,12.0,5.9,2.3,1.7,-9.4,0.015,0.13,0.149,0.551,0.135
4950,Shaun Livingston,WAS,24.0,200.66,83.91452,36.0,6.9,2.2,3.6,0.5,0.024,0.094,0.162,0.563,0.24600000000000002
4951,Shavlik Randolph,BOS,29.0,208.28,107.047712,16.0,4.2,4.4,0.3,1.6,0.183,0.263,0.16399999999999998,0.5589999999999999,0.027999999999999997
4952,Shavlik Randolph,MIA,26.0,208.28,107.047712,6.0,2.3,2.3,0.2,11.1,0.13699999999999998,0.152,0.193,0.371,0.031
4953,Shavlik Randolph,PHI,23.0,208.28,108.86208,26.333333333333332,2.566666666666667,2.566666666666667,0.3,11.1,0.20333333333333334,0.162,0.18166666666666667,0.43333333333333335,0.07666666666666667
4954,Shavlik Randolph,PHX,30.5,208.28,107.047712,17.5,1.25,1.8,0.15000000000000002,5.1499999999999995,0.10699999999999998,0.206,0.128,0.4145,0.0325
4955,Shavlik Randolph,POR,25.0,208.28,108.86208,10.0,1.8,1.8,0.0,-43.7,0.28600000000000003,0.364,0.24100000000000002,0.61,0.0
4956,Shawn Bradley,DAL,29.0,228.59999999999997,119.7986871111111,69.11111111111111,7.277777777777778,5.888888888888888,0.588888888888889,4.711111111111111,0.09711111111111109,0.1942222222222222,0.16144444444444442,0.5244444444444444,0.042
4957,Shawn Kemp,CLE,29.0,208.28,123.377024,68.0,18.766666666666666,9.1,2.2,1.1666666666666667,0.10433333333333333,0.22366666666666665,0.2856666666666667,0.5326666666666666,0.12333333333333334
4958,Shawn Kemp,ORL,33.0,208.28,127.00576000000001,79.0,6.8,5.7,0.7,-2.3,0.099,0.22399999999999998,0.187,0.46799999999999997,0.055
4959,Shawn Kemp,POR,31.5,208.28,127.00576000000001,71.5,6.3,3.8,0.85,-1.6,0.078,0.21200000000000002,0.22249999999999998,0.479,0.0885
4960,Shawn Kemp,SEA,27.0,208.28,116.119552,81.0,18.7,10.0,1.9,8.9,0.122,0.23,0.262,0.583,0.098
4961,Shawn Long,PHI,24.0,205.74,115.66596000000001,18.0,8.2,4.7,0.7,2.6,0.196,0.214,0.245,0.595,0.087
4962,Shawn Marion,CLE,37.0,200.66,103.418976,57.0,4.8,3.5,0.9,2.2,0.068,0.14300000000000002,0.128,0.489,0.069
4963,Shawn Marion,DAL,34.0,200.66,103.418976,72.2,11.52,7.0,1.78,0.7199999999999999,0.07919999999999999,0.181,0.186,0.5327999999999999,0.0946
